step,agent_loc,target_loc,item_locs,item_times,reward,agent_load,action_probs
3172,"(3, 4)","(2, 0)","[(2, 3), (3, 4)]","[1, 0]",-1,2,"[0.05031433328986168, 0.01954137720167637, 0.4155157804489136, 0.4376108944416046, 0.07701759040355682]"
3173,"(3, 3)","(2, 0)","[(2, 3), (3, 4)]","[2, 1]",-1,2,"[0.00023549450270365924, 0.9913588762283325, 0.0055587394163012505, 3.5336338441993576e-06, 0.0028433341067284346]"
3174,"(2, 3)","(2, 0)","[(3, 4)]",[2],6.5,3,"[9.65014692155819e-07, 1.692338628345169e-05, 1.5497406025133387e-08, 3.327142258058302e-05, 0.9999488592147827]"
3175,"(2, 2)","(2, 0)","[(3, 4)]",[3],-1,3,"[1.1050552757296828e-06, 1.822342528612353e-05, 6.988980771893694e-08, 8.075317600741982e-05, 0.9998998641967773]"
3176,"(2, 1)","(2, 0)","[(3, 4)]",[4],-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
3177,"(2, 0)","(2, 0)","[(3, 4)]",[5],21.5,0,"[4.6685690904268995e-05, 4.338755752542056e-05, 0.08261753618717194, 0.9172874093055725, 4.8871834223973565e-06]"
3178,"(3, 0)","(2, 0)","[(3, 4)]",[6],-1,0,"[0.00030072053777985275, 0.003792279167100787, 0.46853622794151306, 0.527340829372406, 2.9912704121670686e-05]"
3179,"(3, 1)","(2, 0)","[(3, 4)]",[7],-1,0,"[0.00015260644431691617, 0.0008400958613492548, 0.7728941440582275, 0.2261047661304474, 8.481156328343786e-06]"
3180,"(4, 1)","(2, 0)","[(3, 4), (4, 4)]","[8, 0]",-1,0,"[0.0001016577662085183, 0.0010055246530100703, 0.8894138336181641, 0.10947144031524658, 7.476158771169139e-06]"
3181,"(4, 2)","(2, 0)","[(3, 4), (4, 4)]","[9, 1]",-1,0,"[3.27292327710893e-05, 9.282126120524481e-05, 0.9942004680633545, 0.0056725456379354, 1.5310089338527177e-06]"
3182,"(4, 3)","(2, 0)","[(4, 4)]",[2],-1,0,"[0.00029466269188560545, 0.00011503150017233565, 0.9939694404602051, 0.005605567712336779, 1.529642759123817e-05]"
3183,"(4, 4)","(2, 0)","[(3, 4)]",[0],6.5,1,"[0.0020921514369547367, 0.9886809587478638, 0.008585566654801369, 1.2586579032358713e-05, 0.0006287998985499144]"
3184,"(3, 4)","(2, 0)",[],[],6.5,2,"[1.2008666999463458e-05, 0.0037620398215949535, 1.8172336524457933e-08, 2.203448048021528e-06, 0.9962236881256104]"
3185,"(3, 3)","(2, 0)",[],[],-1,2,"[8.29476812214125e-06, 0.010075142607092857, 2.5153607197125893e-08, 1.2457771845220122e-06, 0.9899153709411621]"
3186,"(3, 2)","(2, 0)",[],[],-1,2,"[8.271415936178528e-06, 0.042241133749485016, 1.8404094248580805e-07, 1.2467064607335487e-06, 0.9577491879463196]"
3187,"(3, 1)","(2, 0)","[(0, 4)]",[0],-1,2,"[1.1760977031372022e-05, 0.8950877785682678, 0.10490036755800247, 9.999837402574485e-08, 3.227960831964083e-08]"
3188,"(2, 1)","(2, 0)","[(0, 4)]",[1],-1,2,"[3.363411087775603e-05, 0.5429449081420898, 0.45701974630355835, 1.5958644326019567e-06, 6.85619383489211e-08]"
3189,"(2, 2)","(2, 0)","[(0, 4)]",[2],-1,2,"[2.1302656023181044e-05, 0.7233560085296631, 0.27662235498428345, 5.35516200272923e-08, 2.3099586599073518e-07]"
3190,"(1, 2)","(2, 0)","[(0, 4)]",[3],-1,2,"[3.289481537649408e-05, 0.006316403858363628, 0.9936482310295105, 2.5196743536071153e-06, 4.935701625186084e-08]"
3191,"(1, 3)","(2, 0)","[(0, 4)]",[4],-1,2,"[0.0006331990007311106, 0.3201935887336731, 0.6791536808013916, 3.948641733586555e-06, 1.5555346180917695e-05]"
3192,"(1, 4)","(2, 0)","[(0, 4)]",[5],-1,2,"[0.0003449607756920159, 0.9977951049804688, 0.0012798429233953357, 1.4780906667510862e-06, 0.0005786570254713297]"
3193,"(0, 4)","(2, 0)","[(1, 2), (4, 4)]","[0, 0]",6.5,3,"[4.821088077733293e-05, 2.295992999279406e-06, 5.0709251809166744e-05, 0.9048174619674683, 0.09508141130208969]"
3194,"(1, 4)","(2, 0)","[(1, 2), (4, 4)]","[1, 1]",-1,3,"[2.1404799554147758e-05, 1.5864457964198664e-05, 1.1368560990376864e-06, 0.013402710668742657, 0.9865589141845703]"
3195,"(1, 3)","(2, 0)","[(1, 2), (4, 4)]","[2, 2]",-1,3,"[2.230568861705251e-05, 5.547244199988199e-06, 3.799411160798627e-06, 0.09137521684169769, 0.9085931181907654]"
3196,"(1, 2)","(2, 0)","[(1, 2), (4, 4)]","[3, 3]",-1,3,"[9.662366210250184e-06, 2.5862715347102494e-07, 1.3705843230127357e-05, 0.9056656956672668, 0.0943107157945633]"
3197,"(2, 2)","(2, 0)","[(1, 2), (4, 4)]","[4, 4]",-1,3,"[1.1050552757296828e-06, 1.822342528612353e-05, 6.988980771893694e-08, 8.075317600741982e-05, 0.9998998641967773]"
3198,"(2, 1)","(2, 0)","[(1, 2), (4, 4)]","[5, 5]",-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
3199,"(2, 0)","(2, 0)","[(1, 2), (4, 4)]","[6, 6]",21.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
3200,"(2, 1)","(2, 0)","[(1, 0)]",[0],-1,0,"[4.6732086047995836e-05, 0.9986716508865356, 1.559845486553968e-06, 6.334124122986395e-07, 0.0012794948415830731]"
3201,"(1, 1)","(2, 0)","[(1, 0)]",[1],-1,0,"[0.0009024098399095237, 0.001183688291348517, 1.1092781448951428e-07, 0.0005777152255177498, 0.9973360896110535]"
3202,"(1, 0)","(2, 0)",[],[],6.5,1,"[5.386825137065898e-07, 2.747483351939195e-10, 0.06707319617271423, 0.9329257607460022, 5.177801654099312e-07]"
3203,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
3204,"(2, 1)","(2, 0)",[],[],-1,0,"[0.0001258287375094369, 0.0003503488842397928, 0.8719269633293152, 0.12759311497211456, 3.720449740285403e-06]"
3205,"(2, 2)","(2, 0)",[],[],-1,0,"[5.403256000136025e-05, 8.17106592876371e-06, 0.9991822838783264, 0.0007553067407570779, 1.8750439778614236e-07]"
3206,"(2, 3)","(2, 0)",[],[],-1,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
3207,"(2, 3)","(2, 0)","[(2, 3)]",[0],0,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
3208,"(2, 3)","(2, 0)",[],[],7.5,1,"[2.2416876163333654e-05, 0.00011648797226371244, 1.024248685865814e-08, 4.6489749365719035e-05, 0.9998145699501038]"
3209,"(2, 2)","(2, 0)",[],[],-1,1,"[5.011359007767169e-06, 3.404098970349878e-05, 2.9339652929394333e-09, 2.7089836294180714e-05, 0.9999338388442993]"
3210,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
3211,"(2, 0)","(2, 0)","[(4, 2)]",[0],6.5,0,"[4.512593022809597e-06, 1.7010560782182438e-07, 0.21680474281311035, 0.7831899523735046, 6.629872473240539e-07]"
3212,"(2, 1)","(2, 0)","[(4, 2)]",[1],-1,0,"[1.084031282516662e-06, 3.513240809382978e-09, 0.327517032623291, 0.6724815964698792, 2.3945111138345965e-07]"
3213,"(3, 1)","(2, 0)","[(4, 2)]",[2],-1,0,"[1.1377586815797258e-05, 2.9713470439673983e-07, 0.3287818431854248, 0.6711993217468262, 7.148460099415388e-06]"
3214,"(4, 1)","(2, 0)","[(4, 2)]",[3],-1,0,"[0.00015042531595099717, 0.0015771896578371525, 0.9788438081741333, 0.01938808150589466, 4.0517712477594614e-05]"
3215,"(4, 2)","(2, 0)","[(4, 1)]",[0],6.5,1,"[0.0010601115645840764, 0.003604267491027713, 0.00011983076547039673, 0.009240111336112022, 0.9859756827354431]"
3216,"(4, 1)","(2, 0)",[],[],6.5,2,"[9.433232662559021e-06, 0.9989460110664368, 2.3689173758612014e-05, 1.1464668148164492e-07, 0.0010207872837781906]"
3217,"(3, 1)","(2, 0)",[],[],-1,2,"[5.345604586182162e-05, 0.529428243637085, 2.135452814400196e-05, 4.460322088561952e-06, 0.47049248218536377]"
3218,"(2, 1)","(2, 0)",[],[],-1,2,"[3.908510279870825e-06, 2.659275196492672e-05, 3.471031959634274e-07, 0.0001483326341258362, 0.99982088804245]"
3219,"(2, 0)","(2, 0)",[],[],14.0,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
3220,"(3, 0)","(2, 0)","[(0, 1)]",[0],-1,0,"[8.075945515884086e-06, 0.9430782198905945, 0.05691349878907204, 7.354178421792312e-08, 1.4202694842424535e-07]"
3221,"(2, 0)","(2, 0)","[(0, 1)]",[1],-1.0,0,"[8.623073881608434e-06, 0.8576846718788147, 0.14230646193027496, 1.8890034425567137e-07, 9.25231802284543e-08]"
3222,"(1, 0)","(2, 0)","[(0, 1)]",[2],-1,0,"[1.615059591131285e-05, 0.6652176976203918, 0.33476102352142334, 4.901871307083638e-06, 1.1907429353641419e-07]"
3223,"(0, 0)","(2, 0)","[(0, 1)]",[3],-1,0,"[0.00032809420372359455, 0.0082967234775424, 0.6821087598800659, 0.3092055916786194, 6.08368354733102e-05]"
3224,"(0, 1)","(2, 0)",[],[],6.5,1,"[2.116344575142648e-07, 3.278214505408883e-11, 0.019584884867072105, 0.9804141521453857, 6.565561534443987e-07]"
3225,"(1, 1)","(2, 0)",[],[],-1,1,"[1.3939676080099161e-07, 6.019616749508572e-11, 1.2738153600366786e-05, 0.999817430973053, 0.00016970814613159746]"
3226,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
3227,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
3228,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
3229,"(3, 1)","(2, 0)",[],[],-1,0,"[3.289452797616832e-05, 0.08169412612915039, 0.9182122349739075, 6.0193018725840375e-05, 5.08188179537683e-07]"
3230,"(3, 2)","(2, 0)",[],[],-1,0,"[8.291145786643028e-05, 0.22833818197250366, 0.7715753316879272, 2.735296675382415e-06, 8.57610359616956e-07]"
3231,"(2, 2)","(2, 0)",[],[],-1,0,"[5.403256000136025e-05, 8.17106592876371e-06, 0.9991822838783264, 0.0007553067407570779, 1.8750439778614236e-07]"
3232,"(2, 3)","(2, 0)",[],[],-1,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
3233,"(2, 3)","(2, 0)",[],[],0,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
3234,"(2, 3)","(2, 0)",[],[],0,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
3235,"(2, 3)","(2, 0)",[],[],0,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
3236,"(2, 3)","(2, 0)",[],[],0,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
3237,"(2, 3)","(2, 0)",[],[],0,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
3238,"(2, 3)","(2, 0)",[],[],0,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
3239,"(2, 4)","(2, 0)","[(0, 1)]",[0],-1,0,"[0.0008659523446112871, 0.9743376970291138, 7.962167956065969e-07, 8.144280059241282e-07, 0.024794824421405792]"
3240,"(1, 4)","(2, 0)","[(0, 1)]",[1],-1,0,"[0.006351015530526638, 0.35737311840057373, 2.7763433081418043e-06, 4.463564982870594e-05, 0.6362285017967224]"
3241,"(0, 4)","(2, 0)","[(0, 1)]",[2],-1,0,"[0.003661584807559848, 0.005628043785691261, 4.1471407712379005e-06, 0.002516083186492324, 0.9881901741027832]"
3242,"(0, 3)","(2, 0)","[(0, 1)]",[3],-1,0,"[0.004957912024110556, 0.0072454242035746574, 6.446337010856951e-06, 0.0027987754438072443, 0.9849914908409119]"
3243,"(0, 2)","(2, 0)","[(0, 1)]",[4],-1,0,"[0.012022774666547775, 0.014303850010037422, 2.601071901153773e-05, 0.004601509775966406, 0.9690458178520203]"
3244,"(0, 1)","(2, 0)",[],[],6.5,1,"[2.116344575142648e-07, 3.278214505408883e-11, 0.019584884867072105, 0.9804141521453857, 6.565561534443987e-07]"
3245,"(1, 1)","(2, 0)",[],[],-1,1,"[1.3939676080099161e-07, 6.019616749508572e-11, 1.2738153600366786e-05, 0.999817430973053, 0.00016970814613159746]"
3246,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
3247,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
3248,"(2, 1)","(2, 0)",[],[],-1,0,"[0.0001258287375094369, 0.0003503488842397928, 0.8719269633293152, 0.12759311497211456, 3.720449740285403e-06]"
3249,"(2, 2)","(2, 0)","[(1, 2)]",[0],-1,0,"[4.096555130672641e-05, 0.9998201727867126, 0.0001367797958664596, 2.451937142211591e-08, 2.010785919992486e-06]"
3250,"(1, 2)","(2, 0)","[(2, 2)]",[0],6.5,1,"[5.464520427267416e-07, 6.7275057052951226e-12, 0.001306314137764275, 0.99869304895401, 6.217987902346067e-08]"
3251,"(2, 2)","(2, 0)",[],[],6.5,2,"[5.775971771981858e-07, 1.1044322491216008e-05, 4.356797589366579e-09, 2.3441225494025275e-05, 0.9999649524688721]"
3252,"(2, 1)","(2, 0)",[],[],-1,2,"[3.908510279870825e-06, 2.659275196492672e-05, 3.471031959634274e-07, 0.0001483326341258362, 0.99982088804245]"
3253,"(2, 0)","(2, 0)",[],[],14.0,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
3254,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
3255,"(3, 1)","(2, 0)",[],[],-1,0,"[3.289452797616832e-05, 0.08169412612915039, 0.9182122349739075, 6.0193018725840375e-05, 5.08188179537683e-07]"
3256,"(3, 2)","(2, 0)",[],[],-1,0,"[8.291145786643028e-05, 0.22833818197250366, 0.7715753316879272, 2.735296675382415e-06, 8.57610359616956e-07]"
3257,"(3, 3)","(2, 0)","[(1, 4)]",[0],-1,0,"[2.1922262021689676e-05, 0.9830790758132935, 0.016898872330784798, 1.30795658748184e-08, 7.099286847278563e-08]"
3258,"(2, 3)","(2, 0)","[(1, 4)]",[1],-1,0,"[0.0008267632219940424, 0.32690876722335815, 0.6722640991210938, 2.668331546828995e-07, 1.9997615652300738e-07]"
3259,"(1, 3)","(2, 0)","[(1, 4)]",[2],-1,0,"[0.0006840130081400275, 1.0823034244822338e-05, 0.9992251396179199, 8.003724360605702e-05, 3.269677151251926e-08]"
3260,"(1, 4)","(2, 0)",[],[],6.5,1,"[0.00023744696227367967, 3.546125299180858e-05, 9.941618372977246e-07, 0.017018936574459076, 0.9827070832252502]"
3261,"(1, 3)","(2, 0)",[],[],-1,1,"[0.00011449048179201782, 1.0117088095284998e-05, 1.435027343177353e-06, 0.06234578415751457, 0.937528133392334]"
3262,"(1, 2)","(2, 0)",[],[],-1,1,"[2.912126001319848e-05, 8.122572126012528e-07, 4.3741019908338785e-06, 0.5889999270439148, 0.4109657406806946]"
3263,"(2, 2)","(2, 0)",[],[],-1,1,"[5.011359007767169e-06, 3.404098970349878e-05, 2.9339652929394333e-09, 2.7089836294180714e-05, 0.9999338388442993]"
3264,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
3265,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
3266,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
3267,"(3, 1)","(2, 0)",[],[],-1,0,"[3.289452797616832e-05, 0.08169412612915039, 0.9182122349739075, 6.0193018725840375e-05, 5.08188179537683e-07]"
3268,"(3, 2)","(2, 0)","[(2, 3)]",[0],-1,0,"[8.291145786643028e-05, 0.22833818197250366, 0.7715753316879272, 2.735296675382415e-06, 8.57610359616956e-07]"
3269,"(3, 3)","(2, 0)","[(2, 3)]",[1],-1,0,"[0.0006728942971676588, 0.9984450936317444, 0.0008514523506164551, 6.823877356509911e-07, 2.9988590540597215e-05]"
3270,"(2, 3)","(2, 0)",[],[],6.5,1,"[2.2416876163333654e-05, 0.00011648797226371244, 1.024248685865814e-08, 4.6489749365719035e-05, 0.9998145699501038]"
3271,"(2, 2)","(2, 0)","[(4, 2)]",[0],-1,1,"[5.174451800371571e-08, 2.426822198059453e-12, 0.01509058941155672, 0.9849093556404114, 4.196029479430763e-08]"
3272,"(3, 2)","(2, 0)","[(4, 2), (3, 2)]","[1, 0]",-1,1,"[0.009228216484189034, 0.010506951250135899, 0.6716597080230713, 0.22450442612171173, 0.08410068601369858]"
3273,"(3, 1)","(2, 0)","[(4, 2), (3, 2)]","[2, 1]",-1,1,"[4.7388148232130334e-05, 0.00041379121830686927, 0.9921173453330994, 0.00741367693990469, 7.808057489455678e-06]"
3274,"(3, 2)","(2, 0)","[(4, 2), (3, 1)]","[3, 0]",6.5,2,"[6.480690444732318e-06, 2.3823296668723515e-09, 0.0018931354861706495, 0.9980348944664001, 6.558417953783646e-05]"
3275,"(4, 2)","(2, 0)","[(3, 1)]",[1],6.5,3,"[2.0623680029530078e-05, 0.741336464881897, 5.0258313422091305e-06, 7.799032459843147e-07, 0.25863713026046753]"
3276,"(3, 2)","(2, 0)","[(3, 1)]",[2],-1,3,"[2.5793838176468853e-06, 0.005200133193284273, 1.8935071466330555e-07, 1.1221146678508376e-06, 0.9947959780693054]"
3277,"(3, 1)","(2, 0)","[(3, 1), (2, 3)]","[3, 0]",-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
3278,"(3, 0)","(2, 0)","[(3, 1), (2, 3)]","[4, 1]",-1,3,"[0.00016062620852608234, 0.9924001693725586, 0.0008366092806681991, 2.212855724792462e-05, 0.006580388639122248]"
3279,"(2, 0)","(2, 0)","[(3, 1), (2, 3)]","[5, 2]",21.5,0,"[8.481000804749783e-06, 4.969467113369319e-07, 0.2264469712972641, 0.7735399007797241, 4.118200195080135e-06]"
3280,"(3, 0)","(2, 0)","[(3, 1), (2, 3)]","[6, 3]",-1,0,"[0.00044539058580994606, 0.010717936791479588, 0.9095986485481262, 0.07911118119955063, 0.00012691064330283552]"
3281,"(3, 1)","(2, 0)","[(2, 3)]",[4],6.5,1,"[1.4644661860074848e-05, 0.10106822103261948, 0.8989039659500122, 1.3051082532911096e-05, 1.5877175485456974e-07]"
3282,"(3, 2)","(2, 0)","[(2, 3), (0, 4)]","[5, 0]",-1,1,"[2.583476270956453e-05, 0.20058061182498932, 0.7993919253349304, 7.311556373679196e-07, 8.431037485934212e-07]"
3283,"(3, 3)","(2, 0)","[(2, 3), (0, 4), (3, 0)]","[6, 1, 0]",-1,1,"[0.00019546286785043776, 0.998460054397583, 0.0012165030930191278, 4.6571372536163835e-07, 0.00012758288357872516]"
3284,"(2, 3)","(2, 0)","[(0, 4), (3, 0)]","[2, 1]",6.5,2,"[1.6045061784097925e-05, 0.9887409806251526, 0.011241496540606022, 4.5317958274893044e-09, 1.4998139477029326e-06]"
3285,"(1, 3)","(2, 0)","[(0, 4), (3, 0), (3, 1)]","[3, 2, 0]",-1,2,"[0.0006331990007311106, 0.3201935887336731, 0.6791536808013916, 3.948641733586555e-06, 1.5555346180917695e-05]"
3286,"(1, 4)","(2, 0)","[(0, 4), (3, 0), (3, 1)]","[4, 3, 1]",-1,2,"[0.0003449607756920159, 0.9977951049804688, 0.0012798429233953357, 1.4780906667510862e-06, 0.0005786570254713297]"
3287,"(0, 4)","(2, 0)","[(3, 0), (3, 1)]","[4, 2]",6.5,3,"[4.821088077733293e-05, 2.295992999279406e-06, 5.0709251809166744e-05, 0.9048174619674683, 0.09508141130208969]"
3288,"(1, 4)","(2, 0)","[(3, 0), (3, 1)]","[5, 3]",-1,3,"[2.1404799554147758e-05, 1.5864457964198664e-05, 1.1368560990376864e-06, 0.013402710668742657, 0.9865589141845703]"
3289,"(1, 3)","(2, 0)","[(3, 0), (3, 1), (0, 1)]","[6, 4, 0]",-1,3,"[2.230568861705251e-05, 5.547244199988199e-06, 3.799411160798627e-06, 0.09137521684169769, 0.9085931181907654]"
3290,"(1, 2)","(2, 0)","[(3, 0), (3, 1), (0, 1)]","[7, 5, 1]",-1,3,"[9.662366210250184e-06, 2.5862715347102494e-07, 1.3705843230127357e-05, 0.9056656956672668, 0.0943107157945633]"
3291,"(2, 2)","(2, 0)","[(3, 0), (3, 1), (0, 1)]","[8, 6, 2]",-1,3,"[1.1050552757296828e-06, 1.822342528612353e-05, 6.988980771893694e-08, 8.075317600741982e-05, 0.9998998641967773]"
3292,"(2, 1)","(2, 0)","[(3, 0), (3, 1), (0, 1)]","[9, 7, 3]",-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
3293,"(2, 0)","(2, 0)","[(3, 1), (0, 1)]","[8, 4]",21.5,0,"[8.481000804749783e-06, 4.969467113369319e-07, 0.2264469712972641, 0.7735399007797241, 4.118200195080135e-06]"
3294,"(3, 0)","(2, 0)","[(3, 1), (0, 1)]","[9, 5]",-1,0,"[0.00044539058580994606, 0.010717936791479588, 0.9095986485481262, 0.07911118119955063, 0.00012691064330283552]"
3295,"(3, 1)","(2, 0)","[(0, 1)]",[6],6.5,1,"[1.3317481943886378e-06, 0.9997391104698181, 0.00025910494150593877, 2.5578830165073896e-09, 4.7014739834594366e-07]"
3296,"(2, 1)","(2, 0)","[(0, 1), (2, 1)]","[7, 0]",-1,1,"[0.004954260308295488, 0.016060903668403625, 0.4019523859024048, 0.2449130415916443, 0.3321193754673004]"
3297,"(3, 1)","(2, 0)","[(0, 1), (2, 1)]","[8, 1]",-1,1,"[1.303976296185283e-05, 0.9993324875831604, 0.0005857647047378123, 2.6104493144885055e-07, 6.852523074485362e-05]"
3298,"(2, 1)","(2, 0)","[(0, 1)]",[9],6.5,2,"[0.0038440523203462362, 0.011850538663566113, 0.1016051173210144, 0.1632041037082672, 0.7194961905479431]"
3299,"(2, 0)","(2, 0)","[(3, 1)]",[0],14.0,0,"[8.481000804749783e-06, 4.969467113369319e-07, 0.2264469712972641, 0.7735399007797241, 4.118200195080135e-06]"
3300,"(3, 0)","(2, 0)","[(3, 1)]",[1],-1,0,"[0.00044539058580994606, 0.010717936791479588, 0.9095986485481262, 0.07911118119955063, 0.00012691064330283552]"
3301,"(3, 1)","(2, 0)","[(1, 4)]",[0],6.5,1,"[1.5261084627127275e-05, 0.5715209245681763, 0.4284612536430359, 2.478530404914636e-06, 4.913737328138268e-08]"
3302,"(3, 2)","(2, 0)","[(1, 4)]",[1],-1,1,"[8.249521670222748e-06, 0.6904296875, 0.309562087059021, 3.562341888141418e-08, 2.6933598462619557e-08]"
3303,"(3, 3)","(2, 0)","[(1, 4)]",[2],-1,1,"[7.961645678733476e-06, 0.9919732809066772, 0.008018643595278263, 2.531873377620286e-09, 1.206999655778418e-07]"
3304,"(2, 3)","(2, 0)","[(1, 4)]",[3],-1,1,"[0.00020139887055847794, 0.2613343894481659, 0.7384636998176575, 2.1303253561200108e-07, 3.8080662534412113e-07]"
3305,"(2, 4)","(2, 0)","[(1, 4)]",[4],-1,1,"[0.0011916010407730937, 0.9980242252349854, 0.0006531506078317761, 2.940796548500657e-07, 0.00013069616397842765]"
3306,"(1, 4)","(2, 0)",[],[],6.5,2,"[3.690160156111233e-05, 1.8497481505619362e-05, 6.006698072269501e-07, 0.009522554464638233, 0.9904214143753052]"
3307,"(1, 3)","(2, 0)",[],[],-1,2,"[2.388077882642392e-05, 6.768724688299699e-06, 1.6143347920660744e-06, 0.05632608383893967, 0.9436416625976562]"
3308,"(1, 2)","(2, 0)",[],[],-1,2,"[9.121035873249639e-06, 2.687766311737505e-07, 6.1029177231830545e-06, 0.7784100770950317, 0.22157442569732666]"
3309,"(2, 2)","(2, 0)","[(2, 2)]",[0],-1,2,"[0.0074257561936974525, 0.00624948600307107, 0.2747071087360382, 0.37001991271972656, 0.3415977358818054]"
3310,"(2, 1)","(2, 0)","[(2, 2)]",[1],-1,2,"[0.00011715082655427977, 0.000297730352031067, 0.9929869771003723, 0.006592485122382641, 5.723150479752803e-06]"
3311,"(2, 2)","(2, 0)",[],[],6.5,3,"[1.1050552757296828e-06, 1.822342528612353e-05, 6.988980771893694e-08, 8.075317600741982e-05, 0.9998998641967773]"
3312,"(2, 1)","(2, 0)",[],[],-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
3313,"(2, 0)","(2, 0)",[],[],21.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
3314,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
3315,"(3, 1)","(2, 0)",[],[],-1,0,"[3.289452797616832e-05, 0.08169412612915039, 0.9182122349739075, 6.0193018725840375e-05, 5.08188179537683e-07]"
3316,"(3, 2)","(2, 0)",[],[],-1,0,"[8.291145786643028e-05, 0.22833818197250366, 0.7715753316879272, 2.735296675382415e-06, 8.57610359616956e-07]"
3317,"(3, 3)","(2, 0)",[],[],-1,0,"[0.0006728942971676588, 0.9984450936317444, 0.0008514523506164551, 6.823877356509911e-07, 2.9988590540597215e-05]"
3318,"(2, 3)","(2, 0)",[],[],-1,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
3319,"(2, 3)","(2, 0)",[],[],0,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
3320,"(2, 3)","(2, 0)","[(2, 4)]",[0],0,0,"[0.0005380752263590693, 8.957867976278067e-06, 0.9990172386169434, 0.00043558026663959026, 1.6180587181224837e-07]"
