step,agent_loc,target_loc,item_locs,item_times,reward,agent_load,action_probs
3321,"(2, 4)","(2, 0)",[],[],6.5,1,"[6.76872004987672e-05, 0.0002462193078827113, 3.040529605868869e-08, 0.00010357331484556198, 0.9995824694633484]"
3322,"(2, 3)","(2, 0)",[],[],-1,1,"[2.2416876163333654e-05, 0.00011648797226371244, 1.024248685865814e-08, 4.6489749365719035e-05, 0.9998145699501038]"
3323,"(2, 2)","(2, 0)",[],[],-1,1,"[5.011359007767169e-06, 3.404098970349878e-05, 2.9339652929394333e-09, 2.7089836294180714e-05, 0.9999338388442993]"
3324,"(2, 1)","(2, 0)","[(1, 4), (2, 2)]","[0, 0]",-1,1,"[1.0422752893646248e-05, 3.875692345900461e-05, 0.9983012080192566, 0.0016494881128892303, 2.2770292673612857e-07]"
3325,"(2, 2)","(2, 0)","[(1, 4), (2, 4)]","[1, 0]",6.5,2,"[1.0175078386964742e-05, 9.555065844324417e-06, 0.9994957447052002, 0.00048445005086250603, 7.312995542463341e-09]"
3326,"(2, 3)","(2, 0)","[(1, 4), (2, 4)]","[2, 1]",-1,2,"[0.00020952837076038122, 4.150571476202458e-05, 0.9953733086585999, 0.0043732295744121075, 2.4305763872689568e-06]"
3327,"(2, 4)","(2, 0)","[(1, 4)]",[3],6.5,3,"[2.156647497031372e-06, 3.7049376260256395e-05, 1.5049236523623222e-08, 2.797095112327952e-05, 0.9999327659606934]"
3328,"(2, 3)","(2, 0)","[(1, 4)]",[4],-1,3,"[9.65014692155819e-07, 1.692338628345169e-05, 1.5497406025133387e-08, 3.327142258058302e-05, 0.9999488592147827]"
3329,"(2, 2)","(2, 0)","[(1, 4)]",[5],-1,3,"[1.1050552757296828e-06, 1.822342528612353e-05, 6.988980771893694e-08, 8.075317600741982e-05, 0.9998998641967773]"
3330,"(2, 1)","(2, 0)","[(1, 4)]",[6],-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
3331,"(2, 0)","(2, 0)","[(1, 4)]",[7],21.5,0,"[0.010845602490007877, 0.2981581389904022, 0.14348319172859192, 0.4815804362297058, 0.06593259423971176]"
3332,"(3, 0)","(2, 0)","[(1, 4)]",[8],-1,0,"[0.010893324390053749, 0.33542609214782715, 0.12164955586194992, 0.45696961879730225, 0.07506134361028671]"
3333,"(4, 0)","(2, 0)","[(1, 4), (0, 2)]","[9, 0]",-1,0,"[8.450561836070847e-06, 0.8744881749153137, 0.12550318241119385, 1.562665374876815e-07, 9.727677507953558e-08]"
3334,"(3, 0)","(2, 0)","[(0, 2)]",[1],-1,0,"[8.726839951123111e-06, 0.8178075551986694, 0.1821831613779068, 4.3011536376980075e-07, 7.6072367960478e-08]"
3335,"(2, 0)","(2, 0)","[(0, 2)]",[2],-1.0,0,"[1.5032854207674973e-05, 0.7037408351898193, 0.2962401807308197, 3.9236238080775365e-06, 1.0534061090083924e-07]"
3336,"(1, 0)","(2, 0)","[(0, 2)]",[3],-1,0,"[0.00014224895858205855, 0.5797804594039917, 0.41953161358833313, 0.0005430203746072948, 2.728116896832944e-06]"
3337,"(1, 1)","(2, 0)","[(0, 2)]",[4],-1,0,"[8.09602079243632e-06, 0.5441939830780029, 0.45579779148101807, 8.4963545532446e-08, 2.3115836356168984e-08]"
3338,"(0, 1)","(2, 0)","[(0, 2), (3, 2)]","[5, 0]",-1,0,"[2.939430851256475e-05, 4.123961480217986e-05, 0.9971488118171692, 0.0027803764678537846, 2.1386566118053452e-07]"
3339,"(0, 2)","(2, 0)","[(3, 2)]",[1],6.5,1,"[2.2221608730887965e-07, 2.6839721417593054e-11, 0.28746429085731506, 0.7125354409217834, 2.6297401589658875e-08]"
3340,"(1, 2)","(2, 0)","[(3, 2), (0, 0)]","[2, 0]",-1,1,"[5.1275826251639955e-08, 9.475235266537263e-13, 0.01849544048309326, 0.981504499912262, 7.325666295798783e-09]"
3341,"(2, 2)","(2, 0)","[(3, 2), (0, 0)]","[3, 1]",-1,1,"[9.8358418654243e-07, 4.222245122975643e-11, 0.0018515296978875995, 0.9981460571289062, 1.4269187431636965e-06]"
3342,"(3, 2)","(2, 0)","[(0, 0)]",[2],6.5,2,"[3.3002381769620115e-06, 0.9986155033111572, 1.191940782518941e-06, 1.136641181176401e-08, 0.0013799455482512712]"
3343,"(2, 2)","(2, 0)","[(0, 0), (0, 4)]","[3, 0]",-1,2,"[1.2905398762086406e-05, 0.9288370609283447, 9.057028478309803e-07, 7.541807178768067e-08, 0.07114896178245544]"
3344,"(1, 2)","(2, 0)","[(0, 0), (0, 4)]","[4, 1]",-1,2,"[8.046997209021356e-06, 0.020435284823179245, 1.3969675194402953e-07, 5.666612423738115e-07, 0.9795560240745544]"
3345,"(1, 1)","(2, 0)","[(0, 0), (0, 4)]","[5, 2]",-1,2,"[2.7016378226107918e-05, 0.13550284504890442, 6.748016858182382e-06, 1.0709117077567498e-06, 0.8644623756408691]"
3346,"(1, 0)","(2, 0)","[(0, 0), (0, 4)]","[6, 3]",-1,2,"[0.00011859026562888175, 0.997607946395874, 0.0007717750850133598, 1.7286766933466424e-06, 0.0014999737031757832]"
3347,"(0, 0)","(2, 0)","[(0, 4), (0, 3), (1, 4)]","[4, 0, 0]",6.5,3,"[3.5259513424534816e-06, 6.409190400624709e-10, 0.03023437038064003, 0.9697616696357727, 3.450205099397863e-07]"
3348,"(1, 0)","(2, 0)","[(0, 4), (0, 3), (1, 4), (3, 4)]","[5, 1, 1, 0]",-1,3,"[3.439708234509453e-05, 1.1593862581094072e-07, 0.0011870389571413398, 0.9987347722053528, 4.3651794840116054e-05]"
3349,"(2, 0)","(2, 0)","[(0, 4), (0, 3), (1, 4), (3, 4), (2, 2)]","[6, 2, 2, 1, 0]",21.5,0,"[0.000263811118202284, 0.004848960787057877, 0.6485236883163452, 0.34633108973503113, 3.246685810154304e-05]"
3350,"(2, 1)","(2, 0)","[(0, 4), (0, 3), (1, 4), (3, 4), (2, 2)]","[7, 3, 3, 2, 1]",-1,0,"[3.1025574571685866e-05, 8.535887172911316e-05, 0.9943915009498596, 0.005490540526807308, 1.539033519293298e-06]"
3351,"(2, 2)","(2, 0)","[(0, 4), (0, 3), (1, 4), (3, 4)]","[8, 4, 4, 3]",6.5,1,"[4.349476967036026e-06, 0.9821270108222961, 0.017868632450699806, 1.0568962371948487e-09, 4.026277977686732e-08]"
3352,"(1, 2)","(2, 0)","[(0, 4), (0, 3), (1, 4), (3, 4)]","[9, 5, 5, 4]",-1,1,"[4.6430595830315724e-05, 0.32188141345977783, 0.6780720949172974, 1.8626565179147292e-08, 1.2032472795908689e-07]"
3353,"(1, 3)","(2, 0)","[(0, 3), (1, 4), (3, 4)]","[6, 6, 5]",-1,1,"[4.933913078275509e-05, 0.9997900128364563, 0.000131507171317935, 7.882151820126637e-09, 2.9150898626539856e-05]"
3354,"(0, 3)","(2, 0)","[(1, 4), (3, 4)]","[7, 6]",6.5,2,"[8.790085121290758e-05, 8.689637098768799e-08, 0.2997289299964905, 0.7001828551292419, 2.570466506313096e-07]"
3355,"(1, 3)","(2, 0)","[(1, 4), (3, 4)]","[8, 7]",-1,2,"[0.00044231247738935053, 0.00013101054355502129, 0.9956042766571045, 0.0038204684387892485, 1.8613410475154524e-06]"
3356,"(1, 4)","(2, 0)","[(3, 4)]",[8],6.5,3,"[2.1404799554147758e-05, 1.5864457964198664e-05, 1.1368560990376864e-06, 0.013402710668742657, 0.9865589141845703]"
3357,"(1, 3)","(2, 0)","[(3, 4)]",[9],-1,3,"[2.230568861705251e-05, 5.547244199988199e-06, 3.799411160798627e-06, 0.09137521684169769, 0.9085931181907654]"
3358,"(1, 2)","(2, 0)","[(0, 3)]",[0],-1,3,"[9.662366210250184e-06, 2.5862715347102494e-07, 1.3705843230127357e-05, 0.9056656956672668, 0.0943107157945633]"
3359,"(2, 2)","(2, 0)","[(0, 3)]",[1],-1,3,"[1.1050552757296828e-06, 1.822342528612353e-05, 6.988980771893694e-08, 8.075317600741982e-05, 0.9998998641967773]"
3360,"(2, 1)","(2, 0)","[(0, 3)]",[2],-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
3361,"(2, 0)","(2, 0)","[(0, 3)]",[3],21.5,0,"[5.2884228352922946e-05, 0.6488898396492004, 0.3510030508041382, 5.369961218093522e-05, 4.5973652618158667e-07]"
3362,"(1, 0)","(2, 0)","[(0, 3)]",[4],-1,0,"[0.00039165321504697204, 0.2962673008441925, 0.6931449770927429, 0.010181615129113197, 1.4481187463388778e-05]"
3363,"(1, 1)","(2, 0)","[(0, 3)]",[5],-1,0,"[3.50619011442177e-05, 0.2573922574520111, 0.7425444722175598, 2.7938034691032954e-05, 3.012995648532524e-07]"
3364,"(0, 1)","(2, 0)","[(0, 3)]",[6],-1,0,"[0.00012868356134276837, 0.000601370760705322, 0.9222869873046875, 0.07697957009077072, 3.433849315115367e-06]"
3365,"(0, 2)","(2, 0)","[(0, 3)]",[7],-1,0,"[0.00010059014311991632, 1.62304950208636e-05, 0.9997988343238831, 8.434474148089066e-05, 1.585104314472119e-08]"
3366,"(0, 3)","(2, 0)",[],[],6.5,1,"[4.344967965153046e-05, 2.051959313575935e-07, 7.576197094749659e-05, 0.9917988777160645, 0.008081678301095963]"
3367,"(1, 3)","(2, 0)",[],[],-1,1,"[0.00011449048179201782, 1.0117088095284998e-05, 1.435027343177353e-06, 0.06234578415751457, 0.937528133392334]"
3368,"(1, 2)","(2, 0)",[],[],-1,1,"[2.912126001319848e-05, 8.122572126012528e-07, 4.3741019908338785e-06, 0.5889999270439148, 0.4109657406806946]"
3369,"(2, 2)","(2, 0)",[],[],-1,1,"[5.011359007767169e-06, 3.404098970349878e-05, 2.9339652929394333e-09, 2.7089836294180714e-05, 0.9999338388442993]"
3370,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
3371,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
3372,"(2, 1)","(2, 0)",[],[],-1,0,"[0.0001258287375094369, 0.0003503488842397928, 0.8719269633293152, 0.12759311497211456, 3.720449740285403e-06]"
3373,"(2, 2)","(2, 0)",[],[],-1,0,"[5.403256000136025e-05, 8.17106592876371e-06, 0.9991822838783264, 0.0007553067407570779, 1.8750439778614236e-07]"
3374,"(2, 3)","(2, 0)",[],[],-1,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
3375,"(2, 3)","(2, 0)","[(2, 1), (2, 3)]","[0, 0]",0,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
3376,"(2, 3)","(2, 0)","[(2, 1), (1, 4), (3, 2)]","[1, 0, 0]",7.5,1,"[6.035125989001244e-05, 0.00019413410336710513, 5.3357226192929375e-08, 8.736551535548642e-05, 0.9996581077575684]"
3377,"(2, 2)","(2, 0)","[(2, 1), (1, 4), (3, 2)]","[2, 1, 1]",-1,1,"[0.00011437095963628963, 0.0002358838391955942, 6.333094688670826e-07, 0.0004356962745077908, 0.9992133378982544]"
3378,"(2, 1)","(2, 0)","[(1, 4), (3, 2)]","[2, 2]",6.5,2,"[4.639532562578097e-06, 1.0151608442754423e-08, 0.17138320207595825, 0.8286119699478149, 1.5601438008161495e-07]"
3379,"(2, 2)","(2, 0)","[(1, 4), (3, 2)]","[3, 3]",-1,2,"[1.9593435354181565e-06, 1.810838839988449e-10, 0.0009014589013531804, 0.9990919828414917, 4.686310148827033e-06]"
3380,"(3, 2)","(2, 0)","[(1, 4), (4, 4)]","[4, 0]",6.5,3,"[2.5793838176468853e-06, 0.005200133193284273, 1.8935071466330555e-07, 1.1221146678508376e-06, 0.9947959780693054]"
3381,"(3, 1)","(2, 0)","[(1, 4), (4, 4)]","[5, 1]",-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
3382,"(2, 1)","(2, 0)","[(1, 4), (4, 4), (3, 1)]","[6, 2, 0]",-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
3383,"(2, 0)","(2, 0)","[(1, 4), (4, 4), (3, 1)]","[7, 3, 1]",21.5,0,"[8.481000804749783e-06, 4.969467113369319e-07, 0.2264469712972641, 0.7735399007797241, 4.118200195080135e-06]"
3384,"(3, 0)","(2, 0)","[(1, 4), (4, 4), (3, 1)]","[8, 4, 2]",-1,0,"[0.00044539058580994606, 0.010717936791479588, 0.9095986485481262, 0.07911118119955063, 0.00012691064330283552]"
3385,"(3, 1)","(2, 0)","[(1, 4), (4, 4)]","[9, 5]",6.5,1,"[1.680322748143226e-05, 2.0631605366361327e-06, 0.400004118680954, 0.5999767184257507, 2.717144127473148e-07]"
3386,"(3, 2)","(2, 0)","[(4, 4), (1, 3)]","[6, 0]",-1,1,"[6.077650141378399e-06, 6.620950898650335e-08, 0.6346231698989868, 0.36537060141563416, 1.0353329571444192e-07]"
3387,"(3, 3)","(2, 0)","[(4, 4), (1, 3)]","[7, 1]",-1,1,"[1.867906394181773e-05, 7.437492843820337e-09, 0.4549047648906708, 0.5450757145881653, 8.762197012401884e-07]"
3388,"(4, 3)","(2, 0)","[(4, 4), (1, 3)]","[8, 2]",-1,1,"[9.282334212912247e-05, 5.7422621466685086e-05, 0.9959356784820557, 0.0039061368443071842, 7.958587957546115e-06]"
3389,"(4, 4)","(2, 0)","[(1, 3)]",[3],6.5,2,"[1.6643424487483571e-06, 0.9999698400497437, 3.4823938221961726e-06, 1.140002758859282e-09, 2.5008373995660804e-05]"
3390,"(3, 4)","(2, 0)","[(1, 3), (0, 4)]","[4, 0]",-1,2,"[8.348953087988775e-06, 0.9995684027671814, 4.421394351084018e-06, 7.788789169183019e-09, 0.00041887760744430125]"
3391,"(2, 4)","(2, 0)","[(1, 3), (0, 4)]","[5, 1]",-1,2,"[0.0004210588813293725, 0.9235352277755737, 4.785711280419491e-05, 4.150159384153085e-06, 0.07599173486232758]"
3392,"(1, 4)","(2, 0)","[(1, 3), (0, 4)]","[6, 2]",-1,2,"[0.004249103832989931, 0.02831185609102249, 0.0005565364845097065, 0.013128865510225296, 0.9537535905838013]"
3393,"(1, 3)","(2, 0)","[(0, 4)]",[3],6.5,3,"[2.230568861705251e-05, 5.547244199988199e-06, 3.799411160798627e-06, 0.09137521684169769, 0.9085931181907654]"
3394,"(1, 2)","(2, 0)","[(0, 4)]",[4],-1,3,"[9.662366210250184e-06, 2.5862715347102494e-07, 1.3705843230127357e-05, 0.9056656956672668, 0.0943107157945633]"
3395,"(2, 2)","(2, 0)","[(0, 4), (3, 3)]","[5, 0]",-1,3,"[1.1050552757296828e-06, 1.822342528612353e-05, 6.988980771893694e-08, 8.075317600741982e-05, 0.9998998641967773]"
3396,"(2, 1)","(2, 0)","[(0, 4), (3, 3)]","[6, 1]",-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
3397,"(2, 0)","(2, 0)","[(0, 4), (3, 3)]","[7, 2]",21.5,0,"[2.616265555843711e-05, 1.749439434206579e-05, 0.1000412106513977, 0.899911642074585, 3.565724682630389e-06]"
3398,"(3, 0)","(2, 0)","[(0, 4), (3, 3)]","[8, 3]",-1,0,"[0.00025353740784339607, 0.004596548620611429, 0.6032187342643738, 0.3918989300727844, 3.230296715628356e-05]"
3399,"(3, 1)","(2, 0)","[(0, 4), (3, 3)]","[9, 4]",-1,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
3400,"(2, 1)","(2, 0)",[],[],-1,0,"[0.0001258287375094369, 0.0003503488842397928, 0.8719269633293152, 0.12759311497211456, 3.720449740285403e-06]"
3401,"(3, 1)","(2, 0)",[],[],-1,0,"[3.289452797616832e-05, 0.08169412612915039, 0.9182122349739075, 6.0193018725840375e-05, 5.08188179537683e-07]"
3402,"(3, 2)","(2, 0)",[],[],-1,0,"[8.291145786643028e-05, 0.22833818197250366, 0.7715753316879272, 2.735296675382415e-06, 8.57610359616956e-07]"
3403,"(3, 3)","(2, 0)","[(4, 2)]",[0],-1,0,"[0.001458696206100285, 1.2963546396349557e-06, 0.0001871099666459486, 0.9754624962806702, 0.022890469059348106]"
3404,"(4, 3)","(2, 0)","[(4, 2)]",[1],-1,0,"[0.05008835718035698, 0.026829151436686516, 0.0005517890676856041, 0.04346443712711334, 0.8790662884712219]"
3405,"(4, 2)","(2, 0)",[],[],6.5,1,"[1.4237570212571882e-05, 0.9968357682228088, 1.2030830021103611e-06, 1.593256797605136e-07, 0.003148685907945037]"
3406,"(3, 2)","(2, 0)","[(2, 4)]",[0],-1,1,"[4.554790393740404e-06, 0.008159841410815716, 0.9918345212936401, 1.035048398989602e-06, 1.6588726836630485e-08]"
3407,"(3, 3)","(2, 0)","[(2, 4)]",[1],-1,1,"[0.00013228232273831964, 0.14393222332000732, 0.8559331297874451, 1.084534801520931e-06, 1.177074068436923e-06]"
3408,"(3, 4)","(2, 0)","[(2, 4)]",[2],-1,1,"[0.002126129111275077, 0.995078444480896, 0.002477222355082631, 1.8980855429617804e-06, 0.00031635048799216747]"
3409,"(2, 4)","(2, 0)","[(4, 2)]",[0],6.5,2,"[1.7201122091137222e-06, 1.7074431868380202e-09, 1.0184569873672444e-05, 0.9996260404586792, 0.00036219024332240224]"
3410,"(3, 4)","(2, 0)","[(4, 2)]",[1],-1,2,"[0.00015440591960214078, 5.685780706699006e-06, 1.2269450053281616e-05, 0.48811954259872437, 0.5117080807685852]"
3411,"(3, 3)","(2, 0)","[(4, 2)]",[2],-1,2,"[1.5672034351155162e-05, 3.711212315238299e-08, 4.8945854359772056e-05, 0.9929366707801819, 0.00699862465262413]"
3412,"(4, 3)","(2, 0)","[(4, 2)]",[3],-1,2,"[0.00046575357555411756, 0.001195084652863443, 0.00012325933494139463, 0.009150910191237926, 0.9890649318695068]"
3413,"(4, 2)","(2, 0)",[],[],6.5,3,"[2.0623680029530078e-05, 0.741336464881897, 5.0258313422091305e-06, 7.799032459843147e-07, 0.25863713026046753]"
3414,"(3, 2)","(2, 0)","[(0, 4)]",[0],-1,3,"[2.5793838176468853e-06, 0.005200133193284273, 1.8935071466330555e-07, 1.1221146678508376e-06, 0.9947959780693054]"
3415,"(3, 1)","(2, 0)","[(0, 4)]",[1],-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
3416,"(3, 0)","(2, 0)","[(0, 4)]",[2],-1,3,"[0.00016062620852608234, 0.9924001693725586, 0.0008366092806681991, 2.212855724792462e-05, 0.006580388639122248]"
3417,"(2, 0)","(2, 0)","[(0, 4), (0, 1)]","[3, 0]",21.5,0,"[8.623073881608434e-06, 0.8576846718788147, 0.14230646193027496, 1.8890034425567137e-07, 9.25231802284543e-08]"
3418,"(1, 0)","(2, 0)","[(0, 4), (0, 1)]","[4, 1]",-1,0,"[1.615059591131285e-05, 0.6652176976203918, 0.33476102352142334, 4.901871307083638e-06, 1.1907429353641419e-07]"
3419,"(0, 0)","(2, 0)","[(0, 4), (0, 1)]","[5, 2]",-1,0,"[0.00032809420372359455, 0.0082967234775424, 0.6821087598800659, 0.3092055916786194, 6.08368354733102e-05]"
3420,"(0, 1)","(2, 0)","[(0, 4)]",[6],6.5,1,"[4.025173984700814e-05, 0.0001455814781365916, 0.9866199493408203, 0.013194049708545208, 7.404229052099254e-08]"
3421,"(0, 2)","(2, 0)","[(0, 4)]",[7],-1,1,"[2.321662577742245e-05, 4.201556293992326e-06, 0.99940025806427, 0.0005723546491935849, 1.871995225499745e-09]"
3422,"(0, 3)","(2, 0)","[(0, 4)]",[8],-1,1,"[0.0004946488770656288, 9.522535401629284e-05, 0.9987329840660095, 0.0006769755273126066, 1.3349827554520743e-07]"
3423,"(0, 4)","(2, 0)",[],[],6.5,2,"[0.00011369853018550202, 3.6959725093765883e-06, 3.9810551243135706e-05, 0.8729233145713806, 0.1269194334745407]"
3424,"(1, 4)","(2, 0)",[],[],-1,2,"[3.690160156111233e-05, 1.8497481505619362e-05, 6.006698072269501e-07, 0.009522554464638233, 0.9904214143753052]"
3425,"(1, 3)","(2, 0)",[],[],-1,2,"[2.388077882642392e-05, 6.768724688299699e-06, 1.6143347920660744e-06, 0.05632608383893967, 0.9436416625976562]"
3426,"(1, 2)","(2, 0)",[],[],-1,2,"[9.121035873249639e-06, 2.687766311737505e-07, 6.1029177231830545e-06, 0.7784100770950317, 0.22157442569732666]"
3427,"(1, 1)","(2, 0)",[],[],-1,2,"[7.175740961429256e-07, 5.506526346010787e-10, 1.250381683348678e-05, 0.999531626701355, 0.00045511219650506973]"
3428,"(2, 1)","(2, 0)",[],[],-1,2,"[3.908510279870825e-06, 2.659275196492672e-05, 3.471031959634274e-07, 0.0001483326341258362, 0.99982088804245]"
3429,"(2, 0)","(2, 0)","[(1, 0)]",[0],14.0,0,"[1.4442839528783225e-05, 0.9989357590675354, 0.0010440197074785829, 8.020772952477273e-07, 5.026191047363682e-06]"
3430,"(1, 0)","(2, 0)",[],[],6.5,1,"[5.386825137065898e-07, 2.747483351939195e-10, 0.06707319617271423, 0.9329257607460022, 5.177801654099312e-07]"
3431,"(2, 0)","(2, 0)","[(1, 1)]",[0],6.5,0,"[2.7687148758559488e-05, 0.7340238690376282, 0.2659386396408081, 9.386556484969333e-06, 5.651582455357129e-07]"
3432,"(1, 0)","(2, 0)","[(1, 1)]",[1],-1,0,"[0.0002850258315447718, 0.005693912506103516, 0.7508532404899597, 0.2431376874446869, 3.0176026484696195e-05]"
3433,"(1, 1)","(2, 0)",[],[],6.5,1,"[1.3939676080099161e-07, 6.019616749508572e-11, 1.2738153600366786e-05, 0.999817430973053, 0.00016970814613159746]"
3434,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
3435,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
3436,"(2, 1)","(2, 0)",[],[],-1,0,"[0.0001258287375094369, 0.0003503488842397928, 0.8719269633293152, 0.12759311497211456, 3.720449740285403e-06]"
3437,"(2, 2)","(2, 0)","[(1, 4)]",[0],-1,0,"[2.488117024768144e-05, 0.015345263294875622, 0.9846261143684387, 3.751092663151212e-06, 3.6555110938252255e-08]"
3438,"(2, 3)","(2, 0)","[(1, 4)]",[1],-1,0,"[0.0008267632219940424, 0.32690876722335815, 0.6722640991210938, 2.668331546828995e-07, 1.9997615652300738e-07]"
3439,"(2, 4)","(2, 0)","[(1, 4)]",[2],-1,0,"[0.006125816144049168, 0.9933410286903381, 0.0005014928174205124, 3.0045896437513875e-07, 3.13049167743884e-05]"
3440,"(1, 4)","(2, 0)",[],[],6.5,1,"[0.00023744696227367967, 3.546125299180858e-05, 9.941618372977246e-07, 0.017018936574459076, 0.9827070832252502]"
3441,"(1, 3)","(2, 0)",[],[],-1,1,"[0.00011449048179201782, 1.0117088095284998e-05, 1.435027343177353e-06, 0.06234578415751457, 0.937528133392334]"
3442,"(1, 2)","(2, 0)",[],[],-1,1,"[2.912126001319848e-05, 8.122572126012528e-07, 4.3741019908338785e-06, 0.5889999270439148, 0.4109657406806946]"
3443,"(2, 2)","(2, 0)",[],[],-1,1,"[5.011359007767169e-06, 3.404098970349878e-05, 2.9339652929394333e-09, 2.7089836294180714e-05, 0.9999338388442993]"
3444,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
3445,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
3446,"(2, 1)","(2, 0)",[],[],-1,0,"[0.0001258287375094369, 0.0003503488842397928, 0.8719269633293152, 0.12759311497211456, 3.720449740285403e-06]"
3447,"(2, 2)","(2, 0)",[],[],-1,0,"[5.403256000136025e-05, 8.17106592876371e-06, 0.9991822838783264, 0.0007553067407570779, 1.8750439778614236e-07]"
3448,"(2, 3)","(2, 0)",[],[],-1,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
3449,"(2, 3)","(2, 0)","[(0, 2), (4, 1)]","[0, 0]",0,0,"[2.3323069399339147e-05, 0.999962329864502, 1.3077947187412065e-06, 4.7844368467053755e-09, 1.2953615623700898e-05]"
3450,"(1, 3)","(2, 0)","[(0, 2), (4, 1)]","[1, 1]",-1,0,"[0.0013836272992193699, 0.9939128756523132, 3.379533382030786e-06, 5.152940047992161e-07, 0.0046995216980576515]"
3451,"(0, 3)","(2, 0)","[(0, 2), (4, 1)]","[2, 2]",-1,0,"[0.06518149375915527, 0.06370612978935242, 0.00019156232883688062, 0.01323467306792736, 0.8576861619949341]"
3452,"(0, 2)","(2, 0)","[(4, 1)]",[3],6.5,1,"[2.443156859044393e-07, 3.525036512685986e-11, 0.1804717779159546, 0.819527804851532, 1.4266484527070133e-07]"
3453,"(1, 2)","(2, 0)","[(4, 1)]",[4],-1,1,"[5.512291068043851e-08, 3.0305324222323904e-12, 0.01355346105992794, 0.9864463806152344, 1.1556676327018067e-07]"
